Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,Unnamed: 8
MMC,"Marsh & McLennan Companies, Inc.",73.42,$37.84B,n/a,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/mmc,
MLM,"Martin Marietta Materials, Inc.",216.01,$13.62B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mlm,
MAS,Masco Corporation,33.27,$10.64B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/mas,
DOOR,Masonite International Corporation,77.5,$2.33B,n/a,Basic Industries,Forest Products,http://www.nasdaq.com/symbol/door,
MTZ,"MasTec, Inc.",38.7,$3.2B,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/mtz,
MA,Mastercard Incorporated,112.09,$124.29B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ma,
MTDR,Matador Resources Company,23.99,$2.4B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtdr,
MTRN,Materion Corporation,33.95,$679.18M,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/mtrn,
MATX,"Matson, Inc.",31.09,$1.34B,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/matx,
MLP,"Maui Land & Pineapple Company, Inc.",11.9,$226.3M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/mlp,
MMS,"Maximus, Inc.",62,$4.02B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/mms,
MXL,"MaxLinear, Inc",27.9,$2.01B,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/mxl,
MBI,"MBIA, Inc.",8.72,$1.18B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mbi,
MNI,McClatchy Company (The),9.25,$70.08M,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mni,
MKC,"McCormick & Company, Incorporated",98.42,$12.27B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc,
MKC.V,"McCormick & Company, Incorporated",n/a,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mkc.v,
MDR,"McDermott International, Inc.",6.57,$1.6B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mdr,
MCD,McDonald&#39;s Corporation,129.29,$105.89B,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/mcd,
MUX,McEwen Mining Inc.,3.21,$961.62M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/mux,
MCK,McKesson Corporation,145.77,$30.91B,n/a,Health Care,Other Pharmaceuticals,http://www.nasdaq.com/symbol/mck,
MDU,"MDU Resources Group, Inc.",27.63,$5.4B,n/a,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),http://www.nasdaq.com/symbol/mdu,
MJN,Mead Johnson Nutrition Company,89.4,$16.41B,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/mjn,
MTL,Mechel PAO,5.49,$1.14B,n/a,Basic Industries,Steel/Iron Ore,http://www.nasdaq.com/symbol/mtl,
MTL^,Mechel PAO,1.0393,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mtl^,
MRT,"MedEquities Realty Trust, Inc.",11.43,$363.37M,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mrt,
MPW,"Medical Properties Trust, Inc.",13.14,$4.22B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mpw,
MED,MEDIFAST INC,43.46,$517.45M,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/med,
MCC,Medley Capital Corporation,7.64,$416.18M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcc,
MCV,Medley Capital Corporation,25.3899,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcv,
MCX,Medley Capital Corporation,26,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcx,
MDLQ,Medley LLC,25.57,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdlq,
MDLX,Medley LLC,24.6374,n/a,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdlx,
MDLY,Medley Management Inc.,8.05,$234.6M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/mdly,
MD,"Mednax, Inc",68.94,$6.4B,n/a,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/md,
MDT,Medtronic plc,80.62,$110.36B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/mdt,
MRK,"Merck & Company, Inc.",63.67,$174.81B,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrk,
MCY,Mercury General Corporation,59.48,$3.29B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mcy,
MDP,Meredith Corporation,64.2,$2.86B,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mdp,
MTH,Meritage Corporation,37,$1.49B,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/mth,
MTOR,"Meritor, Inc.",16.57,$1.46B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mtor,
MER^K,"Merrill Lynch & Co., Inc.",25.52,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^k,
MER^P,"Merrill Lynch & Co., Inc.",26.03,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mer^p,
PIY,"Merrill Lynch Depositor, Inc.",25.2956,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/piy,
MTR,Mesa Royalty Trust,13.6,$25.34M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mtr,
MSB,Mesabi Trust,14.85,$194.83M,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/msb,
MPG,Metaldyne Performance Group Inc.,22.15,$1.5B,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpg,
MEI,"Methode Electronics, Inc.",44.35,$1.63B,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/mei,
MET,"MetLife, Inc.",52.32,$56.89B,n/a,Finance,Life Insurance,http://www.nasdaq.com/symbol/met,
MET^A,"MetLife, Inc.",24.9665,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/met^a,
MTD,"Mettler-Toledo International, Inc.",476.57,$12.35B,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/mtd,
MXE,"Mexico Equity and Income Fund, Inc. (The)",10.99,$81.68M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxe,
MXF,"Mexico Fund, Inc. (The)",16.5,$247.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mxf,
MFA,"MFA Financial, Inc.",8.14,$3.03B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfa,
MFA^B,"MFA Financial, Inc.",25.17,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfa^b,
MFO,"MFA Financial, Inc.",25.9101,n/a,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mfo,
MFCB,MFC Bancorp Ltd.,1.54,$96.55M,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mfcb,
MCR,MFS Charter Income Trust,8.57,$441.36M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mcr,
MGF,MFS Government Markets Income Trust,4.95,$161.38M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mgf,
MIN,MFS Intermediate Income Trust,4.33,$509.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/min,
MMT,MFS Multimarket Income Trust,6.14,$459.93M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mmt,
MFM,MFS Municipal Income Trust,7.04,$289.96M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfm,
MFV,MFS Special Value Trust,5.8,$41.09M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mfv,
MTG,MGIC Investment Corporation,10.07,$3.43B,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mtg,
MGP,MGM Growth Properties LLC,27.26,$1.57B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mgp,
MGM,MGM Resorts International,27.82,$15.97B,n/a,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/mgm,
KORS,Michael Kors Holdings Limited,36.82,$5.98B,n/a,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/kors,
MAA,"Mid-America Apartment Communities, Inc.",102.55,$11.64B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/maa,
MAA^I,"Mid-America Apartment Communities, Inc.",65,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/maa^i,
MEP,"Midcoast Energy Partners, L.P.",8,$361.76M,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/mep,
MSL,MidSouth Bancorp,14.75,$167.77M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/msl,
MCRN,Milacron Holdings Corp.,18,$1.23B,n/a,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mcrn,
MLR,"Miller Industries, Inc.",25.7,$291.69M,n/a,Capital Goods,Construction/Ag Equipment/Trucks,http://www.nasdaq.com/symbol/mlr,
HIE,Miller/Howard High Income Equity Fund,13.35,$179.13M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/hie,
MTX,Minerals Technologies Inc.,75.8,$2.66B,n/a,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/mtx,
MP^D,Mississippi Power Company,25.3508,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mp^d,
MG,Mistras Group Inc,20.62,$591.21M,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/mg,
MTU,Mitsubishi UFJ Financial Group Inc,6.23,$83.67B,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/mtu,
MIXT,MiX Telematics Limited,6.12,$137.64M,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mixt,
MFG,"Mizuho Financial Group, Inc.",3.64,$46.17B,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/mfg,
MBT,Mobile TeleSystems OJSC,11.13,$11.5B,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/mbt,
MBLY,Mobileye N.V.,61.4,$13.63B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mbly,
MODN,"Model N, Inc.",10.35,$291.6M,n/a,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/modn,
MOD,Modine Manufacturing Company,11.35,$568.31M,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mod,
MC,Moelis & Company,37.15,$967.39M,n/a,Finance,Investment Managers,http://www.nasdaq.com/symbol/mc,
MHK,"Mohawk Industries, Inc.",227.85,$16.9B,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/mhk,
MOH,Molina Healthcare Inc,46.06,$2.63B,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/moh,
TAP,Molson Coors Brewing  Company,95.59,$15.56B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),http://www.nasdaq.com/symbol/tap,
TAP.A,Molson Coors Brewing  Company,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tap.a,
MNR,Monmouth Real Estate Investment Corporation,14.29,$1.02B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/mnr,
MNR^B,Monmouth Real Estate Investment Corporation,25.32,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^b,
MNR^C,Monmouth Real Estate Investment Corporation,24.8316,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mnr^c,
MORE          ,"Monogram Residential Trust, Inc.",9.97,$1.66B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/more,
MON,Monsanto Company,114.75,$50.32B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mon,
MCO,Moody&#39;s Corporation,111.38,$21.28B,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/mco,
MOG.A,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.a,
MOG.B,Moog Inc.,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mog.b,
MS,Morgan Stanley,42.51,$79.33B,n/a,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/ms,
MS^A,Morgan Stanley,23.53,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^a,
MS^E,Morgan Stanley,29.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^e,
MS^F,Morgan Stanley,28.59,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^f,
MS^G,Morgan Stanley,26.74,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^g,
MS^I,Morgan Stanley,27.95,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^i,
MS^K,Morgan Stanley,26.04,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ms^k,
APF,"Morgan Stanley Asia-Pacific Fund, Inc.",15.476,$212.4M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/apf,
CAF,Morgan Stanley China A Share Fund Inc.,19.55,$427.78M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/caf,
MSD,"Morgan Stanley Emerging Markets Debt Fund, Inc.",9.33,$196.14M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/msd,
EDD,"Morgan Stanley Emerging Markets Domestic Debt Fund, Inc.",7.61,$510.83M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/edd,
MSF,"Morgan Stanley Emerging Markets Fund, Inc.",14.9576,$215.57M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/msf,
IIF,"Morgan Stanley India Investment Fund, Inc.",31.64,$456.19M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/iif,
MOS,Mosaic Company (The),29.16,$10.21B,n/a,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/mos,
MSI,"Motorola Solutions, Inc.",84.52,$13.85B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/msi,
MOV,Movado Group Inc.,24.25,$556.57M,n/a,Consumer Non-Durables,Consumer Specialties,http://www.nasdaq.com/symbol/mov,
MPLX,MPLX LP,37.28,$13.95B,n/a,Energy,Natural Gas Distribution,http://www.nasdaq.com/symbol/mplx,
MRC,MRC Global Inc.,18.42,$1.75B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mrc,
ICB,"MS Income Securities, Inc.",17.91,$160.53M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/icb,
HJV,MS Structured Asset Corp Saturns GE Cap Corp Series 2002-14,15.49,n/a,n/a,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/hjv,
MSA,MSA Safety Incorporporated,68.57,$2.59B,n/a,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/msa,
MSM,"MSC Industrial Direct Company, Inc.",103.02,$5.84B,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/msm,
MSCI,MSCI Inc,96.59,$8.74B,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/msci,
MSG,MSG Networks Inc.,199.14,$4.77B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/msg,
MSGN,MSG Networks Inc.,24.45,$1.84B,n/a,Consumer Services,Television Services,http://www.nasdaq.com/symbol/msgn,
MLI,"Mueller Industries, Inc.",33.44,$1.93B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mli,
MWA,MUELLER WATER PRODUCTS,11.57,$1.88B,n/a,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/mwa,
MULE,"MuleSoft, Inc.",23.7,$2.99B,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/mule,
MPSX,Multi Packaging Solutions International Limited,17.95,$1.39B,n/a,Consumer Durables,Containers/Packaging,http://www.nasdaq.com/symbol/mpsx,
MUR,Murphy Oil Corporation,28.71,$4.95B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mur,
MUSA,Murphy USA Inc.,73.1,$2.69B,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/musa,
MVO,MV Oil Trust,6.1,$70.15M,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mvo,
MVC,"MVC Capital, Inc.",8.81,$198.72M,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvc,
MVCB,"MVC Capital, Inc.",25.5001,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/mvcb,
MYE,"Myers Industries, Inc.",16.45,$494.19M,n/a,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/mye,
MYOV,Myovant Sciences Ltd.,11.34,$683.3M,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/myov,
NBR,Nabors Industries Ltd.,13.28,$3.79B,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/nbr,
NC,"NACCO Industries, Inc.",69.4,$583.08M,n/a,Consumer Durables,Consumer Electronics/Appliances,http://www.nasdaq.com/symbol/nc,
NTP,Nam Tai Property Inc.,7.025,$256.04M,n/a,Finance,Real Estate,http://www.nasdaq.com/symbol/ntp,
NTEST,NASDAQ TEST STOCK,25.7,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest,
NTEST.A,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.a,
NTEST.B,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.b,
NTEST.C,NASDAQ TEST STOCK,n/a,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ntest.c,
NBHC,National Bank Holdings Corporation,31.8,$860.89M,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/nbhc,
NFG,National Fuel Gas Company,60.24,$5.14B,n/a,Public Utilities,Oil/Gas Transmission,http://www.nasdaq.com/symbol/nfg,
NGG,"National Grid Transco, PLC",63.12,$49.54B,n/a,Public Utilities,Natural Gas Distribution,http://www.nasdaq.com/symbol/ngg,
NHI,"National Health Investors, Inc.",72.6,$2.91B,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/nhi,
NOV,"National Oilwell Varco, Inc.",39.51,$14.96B,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/nov,
NPK,"National Presto Industries, Inc.",99.5,$691.9M,n/a,Capital Goods,Ordnance And Accessories,http://www.nasdaq.com/symbol/npk,
